,Edad,Genero,3. Evaluación de Habilidades Blandas,S5_Gestion_Proyectos,S1_Comunicacion_Esp,RAW_Jul_Liderazgo,RAW_Jul_Equipo,S2_Compromiso_Etico,S4_Resp_Social,S6_Aprendizaje_Digital,4. Inserción Laboral,TARGET_Evento,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,TARGET_Tiempo,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",UTILIDAD_S5_Gestion,UTILIDAD_S1_Comunicacion,TEMP_UTIL_Lid,TEMP_UTIL_Equ,UTILIDAD_S2_Etica,UTILIDAD_S4_Resp_Social,UTILIDAD_S6_Aprendizaje_Digital,4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,TXT_Brecha_Formacion,4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,TXT_Hard_Skills,"6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion,S3_Trabajo_Equipo_Liderazgo,S7_Ingles,UTILIDAD_S3_Trabajo_Equipo_Liderazgo,Cohorte,4.1.1 Institución/Empresa donde trabajas:,6. Retroalimentación Abierta,T_Lower,T_Upper,Event,Facultad,TARGET_Evento_Num,carrera_homologada,Utilidad_HB_Promedio,Edad_raw,Edad_in_scope,Edad_model,Edad_model_imputed,Edad_oos_flag
363,24,Masculino,,3.0,3.0,2.0,3.0,3.0,3.0,5.0,,Si,Chile,Privado,Tiempo completo,Menos de 6 meses,2.0,No,No,No,No,0,0,No,No,No,No,En la universidad no brindan facilidades para trabajar mientras se estudia,Si,De $1501 a $2.000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Inteligencia Artificial, Datos",Gestion de proyectos,"Tener profesores con mas experiencia laboral, proyectos mas realistas.","Si bien las habilidades blandas tambien dependen de cada persona, deberian dar mas para empatia en equipos, tolerancia cuando se trabaja y  liderazgo en proyectos","Eso se aprende personalmente, pero diria mas en creacion y gestion de proyetos para comunicar efectivamente funcionalidades en lenguaje no tecnico",(RRA20) COMPUTACIÓN,2025,2.5,3.0,1,Julio,,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.0,24,1,24.0,24.0,0
364,29,Masculino,,4.0,3.0,3.0,3.0,3.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,0,0,Sí,No,No,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",Protecciones eléctricas,Subestaciones,Conocer las ofertas laborales,Comunicación,Liderazgo,(RRA20) ELECTRICIDAD,2025,3.0,3.0,1,Julio,,,4.0,6.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRICIDAD,0.0,29,1,29.0,29.0,0
365,34,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,Química,Normas ISO/INEN,Más y mejor cooperación con otras Universidades locales,Autoeducación e inteligencia emocional,Investigación y pensamiento crítico,(RRA20) INGENIERÍA AMBIENTAL,2025,4.0,4.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,34,1,34.0,34.0,0
366,26,Masculino,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,Sí,0,1,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Teoria de Máquinas, Estructuras de Acero, Transferencia de Calor, Desgaste y Falla","Buenas prácticas de investigación, Simulaciones computacionales",Estar más enfocados en que exista más relación con el campo laboral,"La comunicación efectiva, Liderazgo, Sociabilidad","Adaptabilidad, lo que permite desarrollar las capacidades en el campo laboral",(RRA20) MECÁNICA,2025,4.5,4.0,1,Julio,,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.5,26,1,26.0,26.0,0
367,27,Masculino,,2.0,1.0,1.0,4.0,4.0,5.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,No,Parcialmente,No,Sí,0,0,No,No,No,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Mantenimiento, termodinámica, sistemas de vapor, sistemas de aire acondicionado, refrigeración, electricidad, control, diseño mécanico.","Automatización, Comunicación, laboratorio de mantenimiento, prácticas de soldadura","Proyecto reales no inventados, y aumento de prácticas para la formación técnica","Liderazgo, comunicación, organización",Liderazgo,(RRA20) MECÁNICA,2025,2.5,1.0,1,Julio,,,2.0,4.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.0,27,1,27.0,27.0,0
368,34,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,4.0,Si,Si,Sí,Sí,1,1,Sí,Sí,Sí,Sí,,Si,De $461 a $1000,,,,,c) No la conozco,"Gestion de procesos, Gestion de talento humano","gestión de finanzas personales, negociación, ventas",Un enfoque mas comercial que operativo,Resolución de conflictos y negociación,"Ventas, fundamnetal para promover tanta las actividades diarias como futuras de mi o de la empresa",(RRA20) ADMINISTRACIÓN DE EMPRESAS,2025,5.0,5.0,1,Julio,,,0.0,1.0,1.0,FCA (Ciencias Admin.),1,(RRA20) ADMINISTRACIÓN DE EMPRESAS,1.0,34,1,34.0,34.0,0
369,25,Masculino,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,No,No,Sí,0,0,No,No,No,No,,Si,Hasta $460,,,,,"b) Sí, pero no la he utilizado",Mecánica de fluidos,TICS,Cambio de profesores,Liderazgo y comunicación,Manejo grupal,(RRA20) MECÁNICA,2025,2.5,1.0,1,Julio,,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.0,25,1,25.0,25.0,0
370,24,Masculino,,3.0,4.0,4.0,4.0,5.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,Sí,1,1,No,No,No,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Hidráulica, Diseño de hormigón, Aceros, Construcciones civiles, Fiscalización y Costos en la construcción.","Más tiempo de la materia de ""Estructuras de Acero"", considero que es muy importante en la actualidad para un ingeniero civil, y no se le da la importancia que requiere enseñar Estructuras de acero.","Enfocar con la misma importancia que se le da a las estructuras de hormigón, también las estructuras de acero.","Manejo emocional de situaciones de mucho estres, también enfocar en el desenvolvimiento en un entorno empresarial","Actitudes de lider donde se aprenda a delegar y a tratar con personas a las que se debe dirigir, es muy importante ya que un profesional busca subir de rango y eventualmente deberá delegar responsabilidades.",(RRA20) INGENIERÍA CIVIL,2025,4.0,3.0,1,Julio,,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,1.0,24,1,24.0,24.0,0
371,38,Masculino,,3.0,3.0,3.0,3.0,4.0,4.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,BIM and softwares TICs,c) No la conozco,"Paquetes Computacionales para la Ingenieria Estrcutural , Diseño Hormigon Armado ,Maquinarias y -Equipos hidraulicos","TICS, BIM , Geogrametria, Sistemas de Posición Geográfica","Enfocque AI, BIM y GPS Lidar","Comuncición Efectiva, Liderazgo , Conferencias y Presentaciones",Comunicacion Visual Efectiva,(RRA20) INGENIERÍA CIVIL,2025,3.0,2.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,38,1,38.0,38.0,0
372,25,Masculino,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,2.0,No,No,No,No,0,0,No,No,No,Sí,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Gestion organizacional, formulación de proyectos, ingeniería financiera",Inclusión de casos reales en el estudio,Revisar el desempeño a los docentes con nombramiento,Comunicación,Comunicación,(RRA20) MECÁNICA,2025,2.0,1.0,1,Julio,,,2.0,4.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.0,25,1,25.0,25.0,0
373,31,Femenino,,4.0,4.0,4.0,4.0,3.0,3.0,2.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Mas de 2 años,Sí,los programas de marketing y ventas no están actualizados. Las pasantías deben ampliarse. Los planes de estudio deben dar más oportunidades de insertarse al campo laboral antes de graduarse.,"a) Sí, la he utilizado para postularme a vacantes",,,,,,INGENIERIA EMPRESARIAL,2024,4.0,4.0,0,Julio,,,6.0,inf,0.0,FCA (Ciencias Admin.),0,(RRA20) ADMINISTRACIÓN DE EMPRESAS,0.0,31,1,31.0,31.0,0
374,27,Femenino,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Si,Sí,Sí,1,0,Sí,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",HORMIGON,"COMERCIO INTERNACIONAL, CONTABILIDAD",QUE HAYAN MAS ACTIVIDADES EN GRUPO,LIDERAZGO,"Si pudiera agregar una habilidad blanda a mi formación académica, sería la comunicación asertiva. Aunque soy una persona reservada, reconozco que en el campo de la Ingeniería Civil es fundamental saber expresar ideas con claridad, escuchar activamente y trabajar de forma efectiva con distintos equipos.",(RRA20) INGENIERÍA CIVIL,2025,4.0,3.0,1,Julio,,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.5,27,1,27.0,27.0,0
375,23,Femenino,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,"Diseño estructural e hidráulico, costos, fiscalización",Tekla Structures,Mejores profesores en materias básicas del inicio de carrera,Comunicación efectiva,Inteligencia emocional,(RRA20) INGENIERÍA CIVIL,2025,4.5,4.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
376,27,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Si,No,Sí,1,1,No,Sí,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Web, IA, Software, Redes, Gestión de procesos",Lo tuve todo,Mejorar la materia de estructura de datos,Liderazgo,Autoconfianza,(RRA20) COMPUTACIÓN,2025,5.0,5.0,1,Julio,,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,1.0,27,1,27.0,27.0,0
377,23,Masculino,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Si,No,Sí,0,1,Sí,No,No,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Programación I y II, INGENIERÍA DE SOFTWARE Y DE REQUERIMIENTOS, DISEÑO DE SOFTWARE, APLICACIONES WEB, METODOLOGÍAS ÁGILES",Formación y desarrollo de pensamiento emprendedor,"Mejorar el acceso a computadoras en los laboratorios, el número actual no es suficiente para todos los estudiantes",Oratoria,Comunicación efectiva para aplicarla con los clientes,(RRA20) SOFTWARE,2025,3.5,3.0,1,Julio,,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.5,23,1,23.0,23.0,0
378,35,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,c) No la conozco,Machine Learning,2 Semetres de ML,"Datos , Data lage",Gerencia,Gerenciar,(RRA20) COMPUTACIÓN,2025,4.0,4.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) COMPUTACIÓN,0.0,35,1,35.0,35.0,0
379,25,Masculino,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Calidad de Energia, Sistemas Eléctricos de Distribución,  CENTRALES DE  GENERACIÓN  ELÉCTRICA,  INTRODUCCIÓN A  PROTECCIONES  ELÉCTRICAS,  PROTECCIONES  ELÉCTRICAS, INSTALACIONES  ELÉCTRICAS DE  MEDIO VOLTAJE.","Automatización de subestaciones eléctricas y normativas internacionales IEC y IEEE,",Mejorar el tiempo de prácticas laborales para poder tener una mejor comprensión de toda la teoría aprendida.,La habilidad de Liderazgo.,La habilidad de hablar en público con seguridad.,(RRA20) ELECTRICIDAD,2025,5.0,5.0,0,Julio,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) ELECTRICIDAD,0.0,25,1,25.0,25.0,0
380,25,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,Si,No,No,0,0,No,No,No,Sí,,Si,Hasta $460,,,,,c) No la conozco,"Hidráulica Subterranes, Mecanica de Suelos, Materiales de la contrucción y hormigones, Costos de la Construcción, Diseño hidráulico, Planificación de Recuros Hídricos","Curso de dinamica de fuidos computacional (CDF), Cursos de REVIT, ETABS y SAP",Recomeindo solo que se sigan actualizandose para estar al dia con las nuevas tecnologías,"Que no se pierda la responsabilidad y compromiso de que el estudiante aprenda, y no pase sin saber","Liderazgo acompañado con organización eso me enseño mi formación académica, todos los dias la aplico",(RRA20) INGENIERÍA CIVIL,2/9/2025,5.0,3.0,1,Diciembre,Prepolitécnico James Maxwell,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.0,25,1,25.0,25.0,0
381,24,Masculino,,4.0,3.0,,,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"b) Sí, pero no la he utilizado",Aplicaciones Web y Bases de Datos,Mas lenguaje de programación y enfoque en Python,Mas habilidades blandas,Comunicación,Por ahora no veo necesaria otra,(RRA20) SOFTWARE,1/10/2025,3.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) SOFTWARE,0.0,24,1,24.0,24.0,0
382,23,Masculino,,4.0,3.0,,,5.0,3.0,5.0,,Si,Canadá,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,No,Sí,0,1,Sí,Sí,No,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Interaccion Humano Computador,TICS,"Tener un equilibrio entre lo practico, lo teorico y como se realciona con el mundo real",Comunincación,Comunicación efectiva,(RRA20) SOFTWARE,1/10/2025,4.0,3.0,1,Diciembre,Rel8ed,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.5,23,1,23.0,23.0,0
383,30,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder",Itinerario de redes inteligentes,Diseño y operación de Subestaciones y redes eléctricas de distribución,Un profesor en las materias de SEP que transmita de manera adecuada el conocimiento,Manejo de negocios,Manejar de negocios y transmisión para mejorar la comunicación entre personas,(RRA20) ELECTRICIDAD,23/9/2025,5.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) ELECTRICIDAD,0.0,30,1,30.0,30.0,0
384,23,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Si,No,No,0,0,No,No,No,Sí,,Si,Hasta $460,,,,,c) No la conozco,Mecánica de Suelos,Más Prácticas,Más computadoras,Liderazgo,Optimismo,(RRA20) INGENIERÍA CIVIL,3/10/2025,5.0,5.0,1,Diciembre,Construplot,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
385,26,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Seguridad Informática, Auditoría, Tecnologías de Seguridad, Redes, Desarrollo Web y Mobile",Itinerario para especializarse en algún campo (Ciberseguridad),Auditar formalmente y tomar oportunidades de mejora,Comunicación,"Trabajo en equipo, se aplica fácilmente al colaborar con compañeros de distintas áreas.",(RRA20) COMPUTACIÓN,29/9/2025,5.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) COMPUTACIÓN,0.0,26,1,26.0,26.0,0
386,23,Femenino,,4.0,4.0,,,4.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,Sí,No,0,1,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Páginas web, inteligencia artificial, ingeniería en software",Habilidades blandas,"Actualizarse constantemente en las nuevas tecnologías, además tener más relación con el entorno laboral","Comunicación efectiva, trabajo en equipo, debate",Comunicación efectiva,(RRA20) COMPUTACIÓN,29/9/2025,4.0,3.0,1,Diciembre,Inova Solutions,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.5,23,1,23.0,23.0,0
387,38,Masculino,,4.0,5.0,,,5.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,3.0,Si,Parcialmente,No,No,0,1,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,Comunicaciones inalámbricas,tics,"Vincular con tecnologías modernas. IA, Internet OF thinks",Extroversión,Liderazgo,(RRA20) TELECOMUNICACIONES,23/9/2025,5.0,4.0,1,Diciembre,Tecnodental,,0.0,1.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) TELECOMUNICACIONES,0.5,38,1,38.0,38.0,0
388,23,Masculino,,4.0,4.0,,,5.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,Sí,No,1,1,No,No,Sí,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Ingeniería Financiera, Electrotecnia, Protecciones Electricas,  Seguridad Industrial, Calidad de Energía Eléctrica, Control Industrial,  Sistemas Eléctricos de Distribución, Dinámica de Máquinas Eléctricas, Instalaciones Eléctricas de Medio Voltaje,  Electrónica de Potencia,  Sistemas Eléctricos de Potencia","Diseño y Operación de subestaciones, Automatización de Subestaciones, Integración de TICs y nuevas tecnologías (IA) en la industria","No descuidar las habilidades técnicas, mejorar las habilidades blandas, Mejorar la gestión y la planificación de proyectos de industrias reales no solo de forma didáctica,","Interacción social, Gestión de proyectos, liderazgo, Comunicación efectiva","Comunicación efectiva, ya que relacionarse más con las personas puede abrirnos grandes oportunidades en nuestro ambiente personal como laboral",(RRA20) ELECTRICIDAD,23/9/2025,4.0,4.0,1,Diciembre,Sistemas Redes y Telecomunicaciones HARDCOM S.A,,4.0,6.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRICIDAD,1.0,23,1,23.0,23.0,0
389,32,Femenino,,4.0,4.0,,,4.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,3.0,Si,Parcialmente,Sí,No,0,1,Sí,No,Sí,No,,Si,De $1001 a $1500,,,,,"b) Sí, pero no la he utilizado","Control de calidad, análisis multivariate, econometría, series temporales modelos de riesgo, matemática actuarial, estadística, TIC, probabilidad",TICs y Power Bi,Mejorar las habilidades blandas de comunicación orientada a recomendar soluciones.,Comunicación efectiva,Trabajo en grupo con comunicación efectiva,(RRA20) MATEMÁTICA APLICADA,26/9/2025,5.0,4.0,1,Diciembre,CACPE Pastaza,,1.0,2.0,1.0,FC (Ciencias),1,(RRA20) MATEMÁTICA APLICADA,0.5,32,1,32.0,32.0,0
390,23,Femenino,,4.0,3.0,,,5.0,5.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Colaboración industria-academia,"a) Sí, la he utilizado para postularme a vacantes","Gestión de Recursos Hídricos, Alcantarillado Urbano, Hormigón flexión corte y torsión, Hidraulica Aplicada,  Aplicaciones computación al es en estructuras",Realización de proyectos reales qué se realicen luego de una retroalimentacion paso a paso del docente,"Más visitas a campo, incluir el diseño de proyectos reales",Comunicación,Negociación,(RRA20) INGENIERÍA CIVIL,3/10/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
391,26,Masculino,,4.0,3.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,"Comunicaciones ópticas, telemática básica y avanzada, antenas y RF",Mas prácticas de laboratorios en las diversas asignaturas desde 7mo a 8vo semestre,Impartir mas parte práctica(laboratorio),Comunicación asertiva,Pensamiento crítico,(RRA20) TELECOMUNICACIONES,23/9/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) TELECOMUNICACIONES,0.0,26,1,26.0,26.0,0
392,22,Masculino,,4.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Mecánica de fluidos aplicada, diseño de máquinas, Dibujo mecánico CAD, Mecánica de Materiales.","Empleabilidad, Desenvolvimiento social",Cambio de malla con el objetivo de tener más horas prácticas,Inteligencia Emocional,Inteligencia emocional enfocada al liderazgo de personas,(RRA20) MECÁNICA,1/10/2025,5.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,22,1,22.0,22.0,0
393,20,Masculino,,3.0,3.0,,,3.0,3.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,Desarrollo web,Desarrollo en la nube,Actualización continua de tecnologías,Todas,Todas,(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,20,1,20.0,20.0,0
394,25,Masculino,,4.0,3.0,,,3.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,"Experiencia Laboral, supuestamente la universidad ya no cuenta con el prestigio previo.","a) Sí, la he utilizado para postularme a vacantes","Sistemas de Transmisión, Propagación y Antenas, Celulares, Telemática, Comunicación Digital, Cableado Estructurado.","Microtik, Cisco, AWS, Microsoft Azure services.",Mejorar el personal académico en el área de Sistemas Embebidos,"Social, algunos políticos siguen siendo muy pasivos.",Liderazgo.,(RRA20) TELECOMUNICACIONES,23/9/2025,4.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) TELECOMUNICACIONES,0.0,25,1,25.0,25.0,0
395,25,Masculino,,4.0,4.0,,,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Estatica, Dinámica,  Termodinámica, Transferencia de calor, Mecánica de Materiales y Ciencia de Materiales.",Buenas prácticas de TICS,"Evaluar a los docentes, ya que algunos solo leen diapositivas",Trabajo en equipo,Liderazgo y comunicación asertiva,(RRA20) MECÁNICA,1/10/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,25,1,25.0,25.0,0
396,35,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Instrumentación, Mandos automáticos, sistemas embebidos",,,,,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,22/9/2025,5.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,0.0,35,1,35.0,35.0,0
397,23,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Mejora continua y negocios,"b) Sí, pero no la he utilizado","Balance de energía, masa. Transferencia de masa, calor y fluidos",Mejora de procesos y análisis de calidad con normativa,"Que la educación se enfoque en lo que en realidad se necesita en la industria, está bien la parte técnica, pero también existen habilidades que son extras que se debe aprender","Liderazgo, toma de desiciones basados en hechos","La toma de desiciones, siempre se valora a una persona que sabe elegir cual es la mejor solución a los problemas que se presenta día a día",(RRA20) INGENIERÍA QUÍMICA,16/9/2025,5.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIQ (Química),0,(RRA20) INGENIERÍA QUÍMICA,0.0,23,1,23.0,23.0,0
398,24,Masculino,,3.0,3.0,,,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,1.0,No,No,No,No,0,0,No,No,No,Sí,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Control industrial, seguridad industrial, formulación de proyectos",Nd.,Actualización a nuevos tecnologías emergentes,Saber venderse,Hablar en público,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,22/9/2025,4.0,3.0,1,Diciembre,PepsiCo,,4.0,6.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,0.0,24,1,24.0,24.0,0
