,Edad,Genero,3. Evaluación de Habilidades Blandas,S5_Gestion_Proyectos,S1_Comunicacion_Esp,RAW_Jul_Liderazgo,RAW_Jul_Equipo,S2_Compromiso_Etico,S4_Resp_Social,S6_Aprendizaje_Digital,4. Inserción Laboral,TARGET_Evento,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,TARGET_Tiempo,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",UTILIDAD_S5_Gestion,UTILIDAD_S1_Comunicacion,TEMP_UTIL_Lid,TEMP_UTIL_Equ,UTILIDAD_S2_Etica,UTILIDAD_S4_Resp_Social,UTILIDAD_S6_Aprendizaje_Digital,4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,TXT_Brecha_Formacion,4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,TXT_Hard_Skills,"6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion,S3_Trabajo_Equipo_Liderazgo,S7_Ingles,UTILIDAD_S3_Trabajo_Equipo_Liderazgo,Cohorte,4.1.1 Institución/Empresa donde trabajas:,6. Retroalimentación Abierta,T_Lower,T_Upper,Event,Facultad,TARGET_Evento_Num,carrera_homologada,Utilidad_HB_Promedio,Edad_raw,Edad_in_scope,Edad_model,Edad_model_imputed,Edad_oos_flag
399,23,Masculino,,3.0,4.0,,,5.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,No,No,Sí,1,0,Sí,No,Sí,No,,Si,Más de $2.000,,,,,"b) Sí, pero no la he utilizado",Inteligencia Artificial,Creo que debería incluirse más temas de automatización,Que puedan conocer más el mundo laboral real pruebas técnicas,Comunicación efectiva,Comunicación efectiva en ingles,(RRA20) COMPUTACIÓN,29/9/2025,5.0,2.0,1,Diciembre,Inova Solutions,,1.0,2.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.5,23,1,23.0,23.0,0
400,24,Masculino,,2.0,3.0,,,4.0,2.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,No,No,Sí,1,0,No,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Econometría, Programación Entera, Modelos de Riesgo",Análisis a profundidad de modelos de ML y buenas prácticas de manejo de datos.,Ahondar en el manejo de bases de datos,Comunicación Efectiva y asertividad,Asertividad,(RRA20) MATEMÁTICA APLICADA,26/9/2025,2.0,3.0,1,Diciembre,Fv Área Andina,,2.0,4.0,1.0,FC (Ciencias),1,(RRA20) MATEMÁTICA APLICADA,0.5,24,1,24.0,24.0,0
401,21,Masculino,,3.0,3.0,,,5.0,5.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Caracterización del agua, Gestión Ambiental, Sistemas de Alcantarillado, Hidráulica, Topografía, Abastecimiento del agua","Dibujo Técnico, Gestión del recurso hídrico enfocado en la industria",Mejor los entornos de aprendizaje,"Pensamiento critico y estrategico, Creatividad e innovación, Comunicación efectiva","Pensamiento critico y estrategico, mediante el análisis de problemas, evaluando múltiples perspectivas y argumentando con evidencia las soluciones para dichos problemas",(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,14/10/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,21,1,21.0,21.0,0
402,24,Femenino,,5.0,4.0,,,5.0,4.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,Sí,1,0,No,No,No,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Química analítica, instrumental",TCS,Aprender ingles,Comunicación profesional,Etiqueta,(RRA20) INGENIERÍA QUÍMICA,16/9/2025,3.0,5.0,1,Diciembre,Centrocesal Laboratorio,,4.0,6.0,1.0,FIQ (Química),1,(RRA20) INGENIERÍA QUÍMICA,0.5,24,1,24.0,24.0,0
403,25,Femenino,,2.0,3.0,,,3.0,3.0,2.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,La formación recibida en la universidad no es suficiente para lo que las empresas buscan. La formación está desactualizada y la parte práctica fue muy poca.,"a) Sí, la he utilizado para postularme a vacantes",Aplicaciones computacionales de estructuras e hidráulica,"Software actualizado para diseño y modelación, prácticas de laboratorio más aplicadas, manejo de proyectos reales, vinculación con empresas, normativa actualizada, presupuestos y cronogramas con herramientas modernas, gestión de obras en campo.","Incluir más prácticas reales en obra y laboratorio, actualizar el uso de software y herramientas según el mercado actual, fortalecer la parte pedagógica de los docentes, aumentar la vinculación con empresas y ampliar las oportunidades de pasantías para facilitar la inserción laboral.","Comunicación efectiva, liderazgo, trabajo en equipo, organización del tiempo, resolución de conflictos, pensamiento crítico.",Gestión del tiempo y organización personal,(RRA20) INGENIERÍA CIVIL,7/10/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,25,1,25.0,25.0,0
404,25,Femenino,,2.0,4.0,,,3.0,3.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,Sí,0,1,No,Sí,Sí,Sí,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Todas,Más temas financieros y contratación pública,Más ejemplos prácticos y materias de costos,Comunicación y liderazgo,Más trabajo en equipo,(RRA20) INGENIERÍA CIVIL,7/10/2025,3.0,4.0,1,Diciembre,PROYECONST,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.5,25,1,25.0,25.0,0
405,24,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Geología de campo 1, Geología de campo 2, Geología del Ecuador, Petrografía, cuecas sedimenatarias, geología del petróleo.",Importancia de las buenas prácticas de TICS.,Mas salidas del campo sobretodo al oriente.,Liderazgo,Trabajo en equipo,(RRA20) GEOLOGÍA,30/9/2025,5.0,4.0,0,Diciembre,,,6.0,inf,0.0,FGP (Geología/Petróleos),0,(RRA20) GEOLOGÍA,0.0,24,1,24.0,24.0,0
406,22,Masculino,,5.0,3.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","programación orientada a objetos,TICS",buen uso de la IA al programar,mayor tiempo de practicas,pensamiento critico,"pensamiento critico, ya que en el área poder resolver problemas de manera eficiente es realmente importante",(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,5.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,22,1,22.0,22.0,0
407,22,Femenino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Arquitectura de computadoras, desarrollo web",Tics,Incluir más proyectos reales,La comunicación,La comunicación,(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,5.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,22,1,22.0,22.0,0
408,29,Masculino,,4.0,5.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Experiencia laboral,c) No la conozco,Refrigeración,Iot,Rediseño de mallas,Comunicación,Comunicación,(RRA20) ELECTROMECÁNICA,14/10/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) ELECTROMECÁNICA,0.0,29,1,29.0,29.0,0
409,25,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Falta de elaboración de propuestas proyectos reales desde cero,"d) No, pero me gustaría conocer más sobre cómo acceder",Diseño de Proyectos Hidráulicos,"Formulación de proyectos viales, Hidráulicos, estructurales, etc",Enseñar a formular proyectos desde cero,La ética,"La ética, actuar en base a lo que establecen las leyes ecuatorianas",(RRA20) INGENIERÍA CIVIL,3/10/2025,5.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,25,1,25.0,25.0,0
410,22,Masculino,,5.0,4.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Freelance / Por horas,Entre 6 meses y 1 año,3.0,Si,Si,No,No,0,1,Sí,No,Sí,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Diseño de interfaz, Desarrollo de aplicaciones y programación",Redes 2,"Cambio en los horarios de clases, ya que al ser muy temprano se cruzan con las horas de trabajo",comunicación,Comunicación acertiva,(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,5.0,4.0,1,Diciembre,Importaciones camaleon,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) DESARROLLO DE SOFTWARE,0.5,22,1,22.0,22.0,0
411,27,Masculino,,4.0,4.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,Sí,1,1,No,No,Sí,No,,Si,De $1001 a $1500,,,,,c) No la conozco,"Desarrollo web, Fundamentos de programación, Programación orientada a objetos, u",Manejo de contenedores (Docker),Ninguna,Comunicación,Ninguna,(RRA20) COMPUTACIÓN,29/9/2025,4.0,3.0,1,Diciembre,Jelou S.A.,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,1.0,27,1,27.0,27.0,0
412,49,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,Si,Ecuador,Emprendimiento propio,Tiempo completo,Más de 2 años,4.0,Si,Si,Sí,Sí,1,1,Sí,Sí,Sí,Sí,,No,Más de $2.000,,,,,c) No la conozco,"CALCULO VECTORIAL, ELECTRONICA DE POTENCIA, CONTROL DE MAQUINAS ELECTRICAS",EMPRENDIMIENTO,"CAMBIAR EL MÉTODO DE ENSEÑANZA, ACTUALMENTE NOS ENSEÑAN CON MENTALIDAD DE EMPLEADOS CUANDO DEBERIAMOS SALIR A GENERAR EMPLEO Y NO A BUSCAR TRABAJO","LIDERAZGO, COMUNICACION, ANALISIS DE PERSONALIDADES","VENTAS, SIN VENTAS NO SE COME",(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,22/9/2025,5.0,3.0,1,Diciembre,FRICOIN E&C,,0.0,1.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,1.0,49,0,,24.0,1
413,23,Masculino,,4.0,4.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Teoría de máquinas, Diseño de máquinas, Elementos mecánicos, Ciencia de materiales, Desgaste y falla, Mantenimiento, Termodinámica, Transferencia de calor",Más aprendizaje práctico enfocado a la industria,Mejorar la relación con empresas de la industria que permita vincular a los estudiantes con los procesos reales que de llevan a cabo. Dar más enfoque a la parte práctica de las materias.,"Liderazgo, empatía, inteligencia emocional","Empatía, debería estar aplicada en todas las actividades realizadas durante la formación académica, se debería considerar las diferentes puntos de vista de toda la comunidad",(RRA20) MECÁNICA,3/10/2025,4.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,23,1,23.0,23.0,0
414,24,Femenino,,4.0,4.0,,,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Si,No,No,0,0,No,No,No,Sí,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación, Bases de datos",Temas relacionados a QA y Automatización,Si se diera a conocer otra materias como QA sería de gran ayuda para personas que van a esa área a trabajar,Liderazgo,"Comunicación, dado que se debe informar en todo momento avances del trabajo realizado",(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,4.0,4.0,1,Diciembre,Esdinamico Sovos,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) DESARROLLO DE SOFTWARE,0.0,24,1,24.0,24.0,0
415,24,Masculino,,3.0,3.0,,,3.0,3.0,3.0,,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,4.0,Si,No,Sí,Sí,1,1,No,No,Sí,No,,Si,De $1001 a $1500,,,,,c) No la conozco,"Diseño de software, tecnologías de seguridad, bases de datos","Cloud, microservicios, arquitectura, devops",Mejorar las habilidades blandas,Comunicación,"Comunicación. La aplicaría mediante tipos hacktones en equipos aleatorios entre varios semestres, para mejorar así la capacidad de adaptabilidad, trabajo en equipo,  liderazgo y comunicación",(RRA20) SOFTWARE,1/10/2025,3.0,3.0,1,Diciembre,Ministerio de agricultura,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,1.0,24,1,24.0,24.0,0
416,22,Masculino,,4.0,3.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes",Mantenimiento,Se deberia agregar mas en actividades prácticas que se haria en una empresa,Se deberia agregar mas en actividades prácticas que se haria en una empresa,Comunicación efectiva,Negociación,(RRA20) MECÁNICA,30/9/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,22,1,22.0,22.0,0
417,26,Femenino,,5.0,5.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Si,No,No,0,0,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Estructuras planas,Ingenieria Sismica",Importancia del buen manejos de aplicaciones relacionados al desarrollo y construcción de una obra,Que haya un mejor acercamiento de maestros a alumnos y que se refuercen los temas.,Liderar,Desarrollo de un carácter para liderar al personal en caso de obra,(RRA20) INGENIERÍA CIVIL,7/10/2025,5.0,5.0,1,Diciembre,Ing.Marco Asimbaya Construcciones Civiles,,1.0,2.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.0,26,1,26.0,26.0,0
418,22,Femenino,,4.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Falta de herramientas tecnológicas y temas técnicos,"a) Sí, la he utilizado para postularme a vacantes","Estadística, cadena de Suministro, logística, layout, cad cam, procesos industriales, todas las materias relacionadas a proyectos","Más profundización en temas legales en seguridad industrial, cadena de suministro, logística",Actualizar los programas que se utilizan,Liderazgo,"Comunicación efectiva, fomentado la resolución de casos prácticos ya que eso nos acerca al mundo profesional, en si es importante ya que se resuelven problemas todos los días",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,17/9/2025,4.0,4.0,0,Diciembre,,,6.0,inf,0.0,FCA (Ciencias Admin.),0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.0,22,1,22.0,22.0,0
419,25,Masculino,,3.0,3.0,,,5.0,4.0,5.0,,Si,Uruguay,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,Sí,0,0,No,Sí,No,No,,No,De $461 a $1000,,,,,c) No la conozco,Programación orientada a objetos,Pasantías más objetivas,Más horas prácticas,El trabajo en equipo,"Trabajo en equipo, más comunicación para no hacer juicios de valor",(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,2.0,4.0,1,Diciembre,SkyBlue,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) DESARROLLO DE SOFTWARE,0.0,25,1,25.0,25.0,0
420,23,Masculino,,3.0,1.0,,,3.0,3.0,2.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"a) Sí, la he utilizado para postularme a vacantes","Aplicaciones Computacionales en Estructuras, losas de hormigón, diseño de proyectos estructurales","Gestión en obra, materias prácticas de procesos en obra","Evaluar a los docentes después de cada semestre y capacitarlos,  hay muchos docentes con falencias",Comunicación y liderazgo,Comunicación. Expresar correctamente los resultados de diseño en una reunión de trabajo,(RRA20) INGENIERÍA CIVIL,7/10/2025,2.0,1.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
421,23,Femenino,,3.0,4.0,,,5.0,5.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,Seguridad de la red,Práctico de materias,Realizar más practica,Ninguna,Ninguna,(RRA20) REDES Y TELECOMUNICACIONES,14/10/2025,5.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) REDES Y TELECOMUNICACIONES,0.0,23,1,23.0,23.0,0
422,26,Masculino,,4.0,5.0,,,3.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Si,Sí,Sí,1,0,No,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Gestion organizacional, Dibujo mecanico y CAD, Gestion de procesos y calidad","Liderazgo, Comunicación","Es necesario controlar mejor a los profesores que permiten la copia, porque esto genera un entorno de corrupción que luego se refleja en el mercado laboral. Cuando algunos estudiantes obtienen calificaciones altas copiando, se crea una brecha injusta frente a quienes trabajan de manera honesta. Además, el profesor, al ver esas notas infladas, puede sentirse presionado a dificultar aún más las evaluaciones, lo que termina empujando también a los estudiantes responsables a copiar para no quedarse atrás lo cual empeora la deshonestidad. Esto es parte del problema social que aun vivimos en el Ecuador debido a la corrupcion, hay que empezar a cambiar a las futuras generaciones","Liderazgo, comunicación efectiva",Liderazgo,(RRA20) MECÁNICA,1/10/2025,4.0,4.0,1,Diciembre,INMEPROJECTS CIA. LTDA.,,2.0,4.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.5,26,1,26.0,26.0,0
423,26,Masculino,,2.0,5.0,,,5.0,2.0,2.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,2.0,Si,Parcialmente,No,Sí,0,1,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Estadística, econometria","Se debe incluir una formación por encima de los postulados económicos antiguos y modernizarse. IA, programación, ML, etc",La comentada arriba,Comunicación efectiva,La comunicación efectiva es esencial para llevarse bien con las personas y obtener más oportunidades laborales.,(RRA20) ECONOMÍA,26/9/2025,3.0,5.0,1,Diciembre,Farmaenlace,,1.0,2.0,1.0,FC (Ciencias),1,(RRA20) ECONOMÍA,0.5,26,1,26.0,26.0,0
424,23,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes",Redes,"Importancia de la practica con equipos reales de diferentes marcas ya sean Mikrotik , Cisco Huawei juniper",Lo práctico con equipo reales ayudaría mucho y aportaría,Comunicación,Integración,(RRA20) REDES Y TELECOMUNICACIONES,14/10/2025,5.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) REDES Y TELECOMUNICACIONES,0.0,23,1,23.0,23.0,0
425,22,Femenino,,4.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Experiencia laboral,c) No la conozco,"Tratamiento de aguas residuales, tecnicas de potabilización, sistemas de alcantarillado",Química,Que se añadan más prácticas,Ninguna,Comunicación,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,14/10/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,22,1,22.0,22.0,0
426,24,Masculino,,3.0,3.0,,,3.0,3.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,No se tiene la suficiente experiencia y conocimeinto en muchas áreas que se llegan a necesitar en el ambito laboral,"a) Sí, la he utilizado para postularme a vacantes",Diseño de máquinas,Elaboración y realización de proyectos,"Mejorar la calidad de profesores, mejorar la malla académica y la forma de realizar y dar clases de docentes",La comunicación y el desenvolvimiento social para entrevistas y tambien para desenvolverse en el área laboral,El razonamiento y no hacer todo de manera mecánica,(RRA20) MECÁNICA,1/10/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,24,1,24.0,24.0,0
427,23,Masculino,,4.0,3.0,,,3.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,Sí,1,1,Sí,Sí,No,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","INSTALACIONES ELECTRICAS Y DE COMUNICACIÓN, CONSTRUCCIÓN DE REDES ELÉCTRICAS",ENERGIAS RENOVABLES,Mejorar las habilidades blandas,La mayoria.,Comunicación afectiva,(RRA20) ELECTRICIDAD,23/9/2025,5.0,3.0,1,Diciembre,NEPOS ENERGY S.A.S,,2.0,4.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRICIDAD,1.0,23,1,23.0,23.0,0
428,24,Masculino,,4.0,3.0,,,3.0,3.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Calidad de Agua, Calidad del suelo, Calidad de aire, Legislación Ambiental, Evaluacion de impacto ambiental","diseño y operación de plantas de tratamiento modernas, economía circular y gestión de residuos con enfoque industrial, supervisión y auditoría ambiental en campo, innovación tecnológica en monitoreo ambiental.","Fortalecer la formación práctica mediante más salidas de campo y estudios de caso reales, actualizar los contenidos a tecnologías emergentes de monitoreo y tratamiento ambiental, incrementar el uso de software técnico especializado (SIG, modelación, análisis de datos), vincular más proyectos con instituciones públicas y empresas para fomentar experiencia aplicada","comunicación efectiva, gestión del tiempo, resolución de conflictos","La habilidad sería la gestión de proyectos, para aplicarla en la planificación, coordinación y seguimiento eficiente de proyectos ambientales.",(RRA20) INGENIERÍA AMBIENTAL,30/9/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,24,1,24.0,24.0,0
429,24,Femenino,,4.0,4.0,,,5.0,5.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,Sí,No,0,1,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Diseño de plantas, depuración, estudio de impacto ambiental","Gestión de residuos, normativa ambiental Ecuador",Realizar acercamientos hacia lo laboral es decir practicar con casos mas reales en la industria no todo son reservas ni minería ni petroleo..,Liderazgo,"Comunicación efectiva, para poder establecer unión entre varios ambitos",(RRA20) INGENIERÍA AMBIENTAL,30/9/2025,5.0,4.0,1,Diciembre,Nilotex Telas S.C.C,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA AMBIENTAL,0.5,24,1,24.0,24.0,0
430,26,Femenino,,3.0,4.0,,,5.0,4.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,"Hace falta mejorar la formación en cuanto a la carrera en la parte de legislación ambiental, fomentar lo práctico con relación a lo que se desarrolla en las empresas e industrias que complemente lo que se aprende teóricamente asi como las habilidades blandas.","b) Sí, pero no la he utilizado","Legislación Ambiental, Gestión de desechos peligrosos, Calidad de agua, Agua Potable y Saneamiento","Normativas vigentes en los componentes agua, suelo y aire, Introducción al manejo de plataformas del MAATE","Fortalecer la parte legislativa, implementar más salidas técnicas y prácticas para el desarrollo del criterio ingenieril","Trabajo en equipo, comunicación efectiva, liderazgo.","Me gustaría haber fortalecido la habilidad de negociación y gestión de conflictos, ya que en la práctica profesional se trabaja con comunidades, instituciones y empresas, donde es fundamental llegar a acuerdos ambientales y sociales que permitan implementar proyectos de manera responsable y sostenible.",(RRA20) INGENIERÍA AMBIENTAL,30/9/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,26,1,26.0,26.0,0
431,24,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Matemática Actuarial, Modelos de Riesgo, Series Temporales",Habilidades blandas,Que haya profesores con vocación,Expresión en público,Expresarme mejor,(RRA20) MATEMÁTICA APLICADA,26/9/2025,5.0,3.0,0,Diciembre,,,6.0,inf,0.0,FC (Ciencias),0,(RRA20) MATEMÁTICA APLICADA,0.0,24,1,24.0,24.0,0
432,26,Masculino,,4.0,3.0,,,3.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,1.0,No,No,Sí,Sí,1,0,No,No,No,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Mecánica de fluidos, diseño de sistemas energéticos, mecánica de materiales","TICS avanzadas, BIM, SOLIDWORKS",Enseñar programas de gestión de proyectos,"Comunicación social, liderazgo","Liderazgo, ayuda a liderar mejor los equipos de trabajo",(RRA20) MECÁNICA,30/9/2025,2.0,3.0,1,Diciembre,ANSYS SA,,2.0,4.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.5,26,1,26.0,26.0,0
433,25,Femenino,,3.0,3.0,,,3.0,3.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,No,,No,,"b) Sí, pero no la he utilizado","Sistemas CAD-CAM, Cadena de suministro, Procesos Industriales","Lean manufacturing, Seguridad Industrial,",-,-,-,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,17/9/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FCA (Ciencias Admin.),0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.0,25,1,25.0,25.0,0
